Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","EGY","Égypte","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","114535.772","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLV","El Salvador","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","6255.782","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLV","El Salvador","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","6280.319","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLV","El Salvador","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","6309.624","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ARE","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","9789.048","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ARE","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","10242.086","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ARE","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","10642.081","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ECU","Équateur","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","17682.454","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ECU","Équateur","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","17823.897","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ECU","Équateur","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","17980.083","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ERI","Érythrée","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","3350.183","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ERI","Érythrée","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","3409.447","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ERI","Érythrée","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","3470.39","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ESP","Espagne","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","47735.664","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ESP","Espagne","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","47828.382","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ESP","Espagne","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","47911.579","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EST","Estonie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","1331.749","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EST","Estonie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","1350.091","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","EST","Estonie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","1367.196","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SWZ","Eswatini","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","1206.593","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SWZ","Eswatini","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","1218.917","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SWZ","Eswatini","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","1230.506","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","USA","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","340161.441","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","USA","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","341534.045","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","USA","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","343477.335","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ETH","Éthiopie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","122138.588","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ETH","Éthiopie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","125384.287","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ETH","Éthiopie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","128691.692","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","F62","Éthiopie RDP","511","Population totale","3010","Population-Estimations","2021","2021","","","","",""
"OA","Séries temporelles annuelles","F62","Éthiopie RDP","511","Population totale","3010","Population-Estimations","2022","2022","","","","",""
"OA","Séries temporelles annuelles","F62","Éthiopie RDP","511","Population totale","3010","Population-Estimations","2023","2023","","","","",""
"OA","Séries temporelles annuelles","RUS","Fédération de Russie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","145836.175","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","RUS","Fédération de Russie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","145579.899","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","RUS","Fédération de Russie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","145440.5","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FJI","Fidji","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","916.711","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FJI","Fidji","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","919.422","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FJI","Fidji","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","924.145","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FIN","Finlande","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","5541.075","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FIN","Finlande","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","5569.299","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FIN","Finlande","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5601.185","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRA","France","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","66083.548","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRA","France","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","66277.409","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRA","France","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","66438.822","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GAB","Gabon","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","2376.722","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GAB","Gabon","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","2430.747","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GAB","Gabon","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","2484.789","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GMB","Gambie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","2576.01","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GMB","Gambie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","2636.47","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GMB","Gambie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","2697.845","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GEO","Géorgie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","3788.451","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GEO","Géorgie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","3794.784","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GEO","Géorgie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","3807.492","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GHA","Ghana","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","32518.665","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GHA","Ghana","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","33149.152","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GHA","Ghana","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","33787.914","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIB","Gibraltar","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","36.858","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIB","Gibraltar","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","37.609","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIB","Gibraltar","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","38.471","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRC","Grèce","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","10579.561","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRC","Grèce","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","10412.48","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRC","Grèce","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","10242.908","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRD","Grenade","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","116.688","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRD","Grenade","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","116.913","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRD","Grenade","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","117.081","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRL","Groenland","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","56.041","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRL","Groenland","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","55.99","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GRL","Groenland","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","55.922","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GLP","Guadeloupe","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","399.151","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GLP","Guadeloupe","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","384.697","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GLP","Guadeloupe","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","376.517","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUM","Guam","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","163.73","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUM","Guam","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","165.18","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUM","Guam","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","166.506","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GTM","Guatemala","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","17598.65","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GTM","Guatemala","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","17847.877","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GTM","Guatemala","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","18124.838","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIN","Guinée","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","13710.513","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIN","Guinée","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","14055.137","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GIN","Guinée","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","14405.468","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNQ","Guinée équatoriale","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","1758.786","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNQ","Guinée équatoriale","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","1803.545","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNQ","Guinée équatoriale","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","1847.549","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNB","Guinée-Bissau","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","2058.841","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNB","Guinée-Bissau","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","2105.529","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GNB","Guinée-Bissau","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","2153.339","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUY","Guyana","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","815.482","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUY","Guyana","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","821.637","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUY","Guyana","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","826.353","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUF","Guyane française","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","293.015","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUF","Guyane française","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","298.306","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","GUF","Guyane française","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","303.402","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HTI","Haïti","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","11374.586","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HTI","Haïti","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","11503.606","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HTI","Haïti","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","11637.398","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HND","Honduras","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","10289.877","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HND","Honduras","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","10463.872","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HND","Honduras","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","10644.851","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HUN","Hongrie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","9707.85","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HUN","Hongrie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","9684.306","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","HUN","Hongrie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","9686.463","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IMN","Île de Man","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","84.106","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IMN","Île de Man","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","84.132","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IMN","Île de Man","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","84.165","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NFK","Île Norfolk","511","Population totale","3010","Population-Estimations","2021","2021","","","","",""
"OA","Séries temporelles annuelles","NFK","Île Norfolk","511","Population totale","3010","Population-Estimations","2022","2022","","","","",""
"OA","Séries temporelles annuelles","NFK","Île Norfolk","511","Population totale","3010","Population-Estimations","2023","2023","","","","",""
"OA","Séries temporelles annuelles","CHA","Îles Anglo-Normandes","511","Population totale","3010","Population-Estimations","2021","2021","","","","",""
"OA","Séries temporelles annuelles","CHA","Îles Anglo-Normandes","511","Population totale","3010","Population-Estimations","2022","2022","","","","",""
"OA","Séries temporelles annuelles","CHA","Îles Anglo-Normandes","511","Population totale","3010","Population-Estimations","2023","2023","","","","",""
"OA","Séries temporelles annuelles","CYM","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","70.108","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CYM","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","71.591","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CYM","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","73.038","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","COK","Îles Cook","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","15.182","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","COK","Îles Cook","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","14.723","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","COK","Îles Cook","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","14.222","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FLK","Îles Falkland (Malvinas)","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","3.498","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FLK","Îles Falkland (Malvinas)","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","3.49","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FLK","Îles Falkland (Malvinas)","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","3.477","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRO","Îles Féroé","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","53.3","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRO","Îles Féroé","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","54.011","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FRO","Îles Féroé","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","54.714","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNP","Îles Mariannes du Nord","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","46.979","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNP","Îles Mariannes du Nord","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","46.078","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNP","Îles Mariannes du Nord","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","45.143","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MHL","Îles Marshall","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","41.367","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MHL","Îles Marshall","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","40.077","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MHL","Îles Marshall","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","38.827","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLB","Îles Salomon","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","762.591","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLB","Îles Salomon","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","781.066","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SLB","Îles Salomon","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","800.005","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SJM","Îles Svalbard-et-Jan Mayen","511","Population totale","3010","Population-Estimations","2021","2021","","","","",""
"OA","Séries temporelles annuelles","SJM","Îles Svalbard-et-Jan Mayen","511","Population totale","3010","Population-Estimations","2022","2022","","","","",""
"OA","Séries temporelles annuelles","SJM","Îles Svalbard-et-Jan Mayen","511","Population totale","3010","Population-Estimations","2023","2023","","","","",""
"OA","Séries temporelles annuelles","TCA","Îles Turques-et-Caïques","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","45.243","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","TCA","Îles Turques-et-Caïques","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","45.847","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","TCA","Îles Turques-et-Caïques","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","46.198","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VIR","Îles Vierges américaines","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","87.223","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VIR","Îles Vierges américaines","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","86.507","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VIR","Îles Vierges américaines","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","85.701","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VGB","Îles Vierges britanniques","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","37.809","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VGB","Îles Vierges britanniques","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","38.319","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","VGB","Îles Vierges britanniques","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","38.985","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","WLF","Îles Wallis-et-Futuna","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","11.568","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","WLF","Îles Wallis-et-Futuna","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","11.478","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","WLF","Îles Wallis-et-Futuna","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","11.37","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IND","Inde","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","1414203.896","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IND","Inde","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","1425423.212","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IND","Inde","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","1438069.596","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IDN","Indonésie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","276758.053","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IDN","Indonésie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","278830.529","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IDN","Indonésie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","281190.067","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRN","Iran (République islamique d')","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","88455.488","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRN","Iran (République islamique d')","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","89524.246","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRN","Iran (République islamique d')","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","90608.707","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRQ","Iraq","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","43071.211","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRQ","Iraq","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","44070.551","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRQ","Iraq","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","45074.049","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRL","Irlande","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","5028.426","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRL","Irlande","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","5110.016","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","IRL","Irlande","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5196.63","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISL","Islande","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","372.644","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISL","Islande","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","380.356","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISL","Islande","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","387.558","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISR","Israël","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","8942.924","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISR","Israël","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","9103.151","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ISR","Israël","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","9256.314","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ITA","Italie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","59729.35","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ITA","Italie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","59619.115","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","ITA","Italie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","59499.453","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JAM","Jamaïque","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","2837.682","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JAM","Jamaïque","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","2839.144","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JAM","Jamaïque","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","2839.786","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JPN","Japon","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","125679.338","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JPN","Japon","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","124997.578","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JPN","Japon","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","124370.947","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JOR","Jordanie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","11066.356","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JOR","Jordanie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","11256.263","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","JOR","Jordanie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","11439.213","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KAZ","Kazakhstan","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","19743.603","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KAZ","Kazakhstan","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","20034.609","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KAZ","Kazakhstan","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","20330.104","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KEN","Kenya","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","53219.166","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KEN","Kenya","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","54252.461","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KEN","Kenya","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","55339.002","X","Ciffre de sources internationales",""
