Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"TCL","Cultures et produits animaux","HKG","Chine - RAS de Hong-Kong","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","215834.01","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HKG","Chine - RAS de Hong-Kong","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","580713","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HKG","Chine - RAS de Hong-Kong","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","36901.39","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HKG","Chine - RAS de Hong-Kong","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","47767","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MAC","Chine - RAS de Macao","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","25543.79","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MAC","Chine - RAS de Macao","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","66916","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MAC","Chine - RAS de Macao","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","MAC","Chine - RAS de Macao","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","CHN","Chine, continentale","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1298211.07","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CHN","Chine, continentale","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","4108042","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CHN","Chine, continentale","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","226704.33","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CHN","Chine, continentale","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","597818","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","TWN","Chine, Taiwan Province de","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","217713.62","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","TWN","Chine, Taiwan Province de","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","271752","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","TWN","Chine, Taiwan Province de","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","377.21","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","TWN","Chine, Taiwan Province de","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","441","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CYP","Chypre","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","12655.46","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CYP","Chypre","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","38803","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CYP","Chypre","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","825.9","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CYP","Chypre","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","587","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","COL","Colombie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","63544.55","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","COL","Colombie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","89933","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","COL","Colombie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","COL","Colombie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","COM","Comores","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","13415.68","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","COM","Comores","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","23136","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","COM","Comores","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","COM","Comores","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","COG","Congo","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","152771","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","COG","Congo","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","186511","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","COG","Congo","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","75","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","COG","Congo","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","137","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CRI","Costa Rica","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","16352.53","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CRI","Costa Rica","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","23976","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CRI","Costa Rica","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1056.47","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CRI","Costa Rica","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2168","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CIV","Côte d'Ivoire","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","287.44","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CIV","Côte d'Ivoire","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","451","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CIV","Côte d'Ivoire","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","14","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CIV","Côte d'Ivoire","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","57","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HRV","Croatie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","16233.23","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HRV","Croatie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","45796","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HRV","Croatie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","8761.31","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HRV","Croatie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","16039","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","CUB","Cuba","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","314656.61","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","CUB","Cuba","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","381883","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","CUB","Cuba","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","CUB","Cuba","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","DNK","Danemark","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","45345.04","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DNK","Danemark","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","202343","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DNK","Danemark","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","66099.33","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DNK","Danemark","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","148716","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DJI","Djibouti","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","4250.09","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DJI","Djibouti","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","7926","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DJI","Djibouti","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","72.57","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DJI","Djibouti","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","115","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DMA","Dominique","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3511.7","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DMA","Dominique","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","7414","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","DMA","Dominique","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","DMA","Dominique","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","EGY","Égypte","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","19526.42","I","Valeur imputée",""
"TCL","Cultures et produits animaux","EGY","Égypte","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","90883","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","EGY","Égypte","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","737.26","I","Valeur imputée",""
"TCL","Cultures et produits animaux","EGY","Égypte","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","630","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","SLV","El Salvador","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","12843.14","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","SLV","El Salvador","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","25060","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","SLV","El Salvador","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1474.22","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","SLV","El Salvador","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2774","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ARE","Émirats arabes unis","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","615447.94","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ARE","Émirats arabes unis","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1252796","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ARE","Émirats arabes unis","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","94007.43","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ARE","Émirats arabes unis","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","229433","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ECU","Équateur","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","ECU","Équateur","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","ECU","Équateur","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","0.01","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ECU","Équateur","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","0","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ERI","Érythrée","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","26.82","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","ERI","Érythrée","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","98","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","ERI","Érythrée","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","ERI","Érythrée","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","ESP","Espagne","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","119585.83","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ESP","Espagne","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","336660","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ESP","Espagne","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","146070.31","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ESP","Espagne","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","364988","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","EST","Estonie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","17916.82","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","EST","Estonie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","49631","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","EST","Estonie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","6176.04","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","EST","Estonie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","15207","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","SWZ","Eswatini","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","2600.27","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","SWZ","Eswatini","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2805","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","SWZ","Eswatini","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","583.96","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","SWZ","Eswatini","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1309","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","USA","États-Unis d'Amérique","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","80798.32","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","USA","États-Unis d'Amérique","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","416716","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","USA","États-Unis d'Amérique","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3745961.91","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","USA","États-Unis d'Amérique","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","4968253","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ETH","Éthiopie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","223.34","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ETH","Éthiopie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","322","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ETH","Éthiopie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","ETH","Éthiopie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","F62","Éthiopie RDP","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","F62","Éthiopie RDP","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","F62","Éthiopie RDP","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","F62","Éthiopie RDP","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","RUS","Fédération de Russie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","49613.09","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","RUS","Fédération de Russie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","115220","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","RUS","Fédération de Russie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","217515.21","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","RUS","Fédération de Russie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","477347","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","FJI","Fidji","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","4680.29","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FJI","Fidji","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","7983","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FJI","Fidji","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","287.09","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FJI","Fidji","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","996","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FIN","Finlande","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","4823.08","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FIN","Finlande","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","19362","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FIN","Finlande","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","6130.5","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FIN","Finlande","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","9852","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FRA","France","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","478527.55","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FRA","France","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1582788","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FRA","France","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","250238.3","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","FRA","France","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","538369","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GAB","Gabon","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","78071.39","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GAB","Gabon","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","104531","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GAB","Gabon","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","2.34","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GAB","Gabon","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","8","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GMB","Gambie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","37233","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GMB","Gambie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","11459","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GMB","Gambie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GMB","Gambie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GEO","Géorgie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","62880.31","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GEO","Géorgie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","93169","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GEO","Géorgie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","19171.55","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GEO","Géorgie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","28756","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GHA","Ghana","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","235394.66","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GHA","Ghana","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","307563","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GHA","Ghana","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","10.47","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GHA","Ghana","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","15","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GRC","Grèce","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","56276.24","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GRC","Grèce","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","156031","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GRC","Grèce","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","40399.53","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GRC","Grèce","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","67997","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GRD","Grenade","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","6794.23","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GRD","Grenade","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","13482","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GRD","Grenade","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","76.86","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GRD","Grenade","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","155","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GLP","Guadeloupe","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GLP","Guadeloupe","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GLP","Guadeloupe","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GLP","Guadeloupe","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GTM","Guatemala","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","136467.39","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GTM","Guatemala","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","175825","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GTM","Guatemala","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","582.32","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GTM","Guatemala","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1256","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GIN","Guinée","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","66584.05","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GIN","Guinée","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","92354","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
