Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"TCL","Cultures et produits animaux","GIN","Guinée","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","26.04","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GIN","Guinée","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","16","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GNQ","Guinée équatoriale","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","31371.58","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GNQ","Guinée équatoriale","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","41851","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GNQ","Guinée équatoriale","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","43565.09","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GNQ","Guinée équatoriale","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","9315","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GNB","Guinée-Bissau","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","2896.41","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GNB","Guinée-Bissau","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","4214","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","GNB","Guinée-Bissau","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GNB","Guinée-Bissau","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GUY","Guyana","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","447.31","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GUY","Guyana","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","600","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","GUY","Guyana","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GUY","Guyana","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GUF","Guyane française","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GUF","Guyane française","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GUF","Guyane française","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","GUF","Guyane française","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","HTI","Haïti","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","103344.78","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","HTI","Haïti","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","121634","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","HTI","Haïti","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","HTI","Haïti","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","HND","Honduras","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","12222.01","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","HND","Honduras","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","22529","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","HND","Honduras","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","4736.04","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","HND","Honduras","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","7309","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","HUN","Hongrie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","69684.72","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HUN","Hongrie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","185724","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HUN","Hongrie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","127472.92","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","HUN","Hongrie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","316831","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","COK","Îles Cook","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1209.86","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","COK","Îles Cook","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2399","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","COK","Îles Cook","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","COK","Îles Cook","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","FRO","Îles Féroé","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","407.23","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","FRO","Îles Féroé","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1637","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","FRO","Îles Féroé","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","FRO","Îles Féroé","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","SLB","Îles Salomon","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","4137.29","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","SLB","Îles Salomon","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","9116","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","SLB","Îles Salomon","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","SLB","Îles Salomon","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","IND","Inde","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","28.26","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IND","Inde","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","57","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IND","Inde","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","4751.51","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IND","Inde","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","9538","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IDN","Indonésie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","9.27","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IDN","Indonésie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","36","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IDN","Indonésie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","509.07","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IDN","Indonésie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1212","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IRN","Iran (République islamique d')","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","107630","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IRN","Iran (République islamique d')","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","195248","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IRN","Iran (République islamique d')","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3014","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IRN","Iran (République islamique d')","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1370","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IRQ","Iraq","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","452914.01","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","IRQ","Iraq","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","900410","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","IRQ","Iraq","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","321.99","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","IRQ","Iraq","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","551","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","IRL","Irlande","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","74966.78","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IRL","Irlande","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","232822","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IRL","Irlande","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","75643.38","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","IRL","Irlande","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","88401","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ISL","Islande","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1683.06","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ISL","Islande","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","8150","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ISL","Islande","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","0.13","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ISL","Islande","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ISR","Israël","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","0","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ISR","Israël","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ISR","Israël","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","188.48","I","Valeur imputée",""
"TCL","Cultures et produits animaux","ISR","Israël","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","183","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ITA","Italie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","87725.1","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ITA","Italie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","252248","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ITA","Italie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","84532.14","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","ITA","Italie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","249218","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JAM","Jamaïque","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","10709.85","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JAM","Jamaïque","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","10596","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JAM","Jamaïque","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1742.38","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JAM","Jamaïque","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","8079","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JPN","Japon","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","574508.73","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JPN","Japon","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1541120","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JPN","Japon","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3317.83","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JPN","Japon","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","7715","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JOR","Jordanie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","52475.4","I","Valeur imputée",""
"TCL","Cultures et produits animaux","JOR","Jordanie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","104860","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","JOR","Jordanie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","7612.48","I","Valeur imputée",""
"TCL","Cultures et produits animaux","JOR","Jordanie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","28119","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KAZ","Kazakhstan","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","151990.84","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KAZ","Kazakhstan","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","206001","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KAZ","Kazakhstan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","13652.74","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KAZ","Kazakhstan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","23618","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KEN","Kenya","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1653.28","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KEN","Kenya","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","5284","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KEN","Kenya","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","340.53","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KEN","Kenya","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1319","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KGZ","Kirghizistan","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","38417.79","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KGZ","Kirghizistan","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","45501","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KGZ","Kirghizistan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","373.93","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KGZ","Kirghizistan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","386","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KIR","Kiribati","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1805.64","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","KIR","Kiribati","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","4214","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","KIR","Kiribati","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","KIR","Kiribati","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","KWT","Koweït","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","144226.31","I","Valeur imputée",""
"TCL","Cultures et produits animaux","KWT","Koweït","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","392257","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","KWT","Koweït","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","639.49","I","Valeur imputée",""
"TCL","Cultures et produits animaux","KWT","Koweït","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","3120","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LSO","Lesotho","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1257.4","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LSO","Lesotho","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","3065","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LSO","Lesotho","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","LSO","Lesotho","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","LVA","Lettonie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","34159.14","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LVA","Lettonie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","79251","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LVA","Lettonie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","13349.29","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LVA","Lettonie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","42292","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LBN","Liban","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","6485.69","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LBN","Liban","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","18724","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LBN","Liban","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","792.48","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LBN","Liban","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","719","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LBR","Libéria","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3434.66","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LBR","Libéria","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","3008","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LBR","Libéria","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","LBR","Libéria","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","LBY","Libye","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","104256.62","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","LBY","Libye","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","224274","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","LBY","Libye","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","LBY","Libye","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","LTU","Lituanie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","37352.87","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LTU","Lituanie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","88088","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LTU","Lituanie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","37127.89","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LTU","Lituanie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","94169","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LUX","Luxembourg","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","9171.91","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LUX","Luxembourg","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","48265","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LUX","Luxembourg","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","697.61","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","LUX","Luxembourg","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","4197","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MKD","Macédoine du Nord","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","32680.04","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MKD","Macédoine du Nord","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","60715","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MKD","Macédoine du Nord","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","656.83","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MKD","Macédoine du Nord","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","723","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MDG","Madagascar","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","20.15","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MDG","Madagascar","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","39","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MDG","Madagascar","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","MDG","Madagascar","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
"TCL","Cultures et produits animaux","MYS","Malaisie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","176356.73","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MYS","Malaisie","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","361183","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MYS","Malaisie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","12742.09","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MYS","Malaisie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","16878","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MWI","Malawi","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","90.31","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MWI","Malawi","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","242","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MWI","Malawi","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1768","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MWI","Malawi","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2665","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MDV","Maldives","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","17050.84","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MDV","Maldives","5622","Importations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","42431","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","MDV","Maldives","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","","",""
