"","","","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]"
"","","","Unité","Valeur","Description du Symbole","Note"
"Lesotho [LSO]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-5.965969","Ciffre de sources internationales",""
"Lesotho [LSO]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","991.99579","Ciffre de sources internationales",""
"Lettonie [LVA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","4.936813","Ciffre de sources internationales",""
"Lettonie [LVA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","22087.592701","Ciffre de sources internationales",""
"Liban [LBN]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","9.047588","Ciffre de sources internationales",""
"Liban [LBN]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","7159.368926","Ciffre de sources internationales",""
"Libye [LBY]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","2.750547","Ciffre de sources internationales",""
"Libye [LBY]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","5950.546192","Ciffre de sources internationales",""
"Libéria [LBR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","11.67293","Ciffre de sources internationales",""
"Libéria [LBR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","615.764237","Ciffre de sources internationales",""
"Liechtenstein [LIE]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-0.119959","Ciffre de sources internationales",""
"Liechtenstein [LIE]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","197267.662395","Ciffre de sources internationales",""
"Lituanie [LTU]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","7.518595","Ciffre de sources internationales",""
"Lituanie [LTU]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","25773.329783","Ciffre de sources internationales",""
"Luxembourg [LUX]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-5.953655","Ciffre de sources internationales",""
"Luxembourg [LUX]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","125897.199853","Ciffre de sources internationales",""
"Macédoine du Nord [MKD]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-1.607698","Ciffre de sources internationales",""
"Macédoine du Nord [MKD]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","6549.230346","Ciffre de sources internationales",""
"Madagascar [MDG]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","0.334447","Ciffre de sources internationales",""
"Madagascar [MDG]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","505.035528","Ciffre de sources internationales",""
"Malaisie [MYS]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","7.765198","Ciffre de sources internationales",""
"Malaisie [MYS]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","11971.924961","Ciffre de sources internationales",""
"Malawi [MWI]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-2.10436","Ciffre de sources internationales",""
"Malawi [MWI]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","615.464514","Ciffre de sources internationales",""
"Maldives [MDV]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","16.915898","Ciffre de sources internationales",""
"Maldives [MDV]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","11780.81691","Ciffre de sources internationales",""
"Mali [MLI]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-5.469346","Ciffre de sources internationales",""
"Mali [MLI]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","833.297255","Ciffre de sources internationales",""
"Malte [MLT]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-1.15061","Ciffre de sources internationales",""
"Malte [MLT]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","33942.343846","Ciffre de sources internationales",""
"Maroc [MAR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-8.629494","Ciffre de sources internationales",""
"Maroc [MAR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","3494.918497","Ciffre de sources internationales",""
"Maurice [MUS]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","12.341591","Ciffre de sources internationales",""
"Maurice [MUS]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","9925.829003","Ciffre de sources internationales",""
"Mauritanie [MRT]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","7.198574","Ciffre de sources internationales",""
"Mauritanie [MRT]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","2321.969142","Ciffre de sources internationales",""
"Mexique [MEX]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","10.744625","Ciffre de sources internationales",""
"Mexique [MEX]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","11476.678806","Ciffre de sources internationales",""
"Micronésie (États fédérés de) [FSM]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","4.75231","Ciffre de sources internationales",""
"Micronésie (États fédérés de) [FSM]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","3741.057768","Ciffre de sources internationales",""
"Monaco [MCO]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","2.297552","Ciffre de sources internationales",""
"Monaco [MCO]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","240535.043309","Ciffre de sources internationales",""
"Mongolie [MNG]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","10.498245","Ciffre de sources internationales",""
"Mongolie [MNG]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","5045.504722","Ciffre de sources internationales",""
"Montserrat [MSR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","3.066096","Ciffre de sources internationales",""
"Montserrat [MSR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","16460.811609","Ciffre de sources internationales",""
"Monténégro [MNE]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","6.431208","Ciffre de sources internationales",""
"Monténégro [MNE]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","9934.593297","Ciffre de sources internationales",""
"Mozambique [MOZ]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","10.765227","Ciffre de sources internationales",""
"Mozambique [MOZ]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","558.298604","Ciffre de sources internationales",""
"Myanmar [MMR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-9.667589","Ciffre de sources internationales",""
"Myanmar [MMR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","1203.63022","Ciffre de sources internationales",""
"Namibie [NAM]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-0.159809","Ciffre de sources internationales",""
"Namibie [NAM]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","4911.32765","Ciffre de sources internationales",""
"Nauru [NRU]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-5.739628","Ciffre de sources internationales",""
"Nauru [NRU]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","11679.20902","Ciffre de sources internationales",""
"Nicaragua [NIC]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","9.225497","Ciffre de sources internationales",""
"Nicaragua [NIC]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","2255.423693","Ciffre de sources internationales",""
"Niger [NER]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-0.416706","Ciffre de sources internationales",""
"Niger [NER]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","588.168292","Ciffre de sources internationales",""
"Nigéria [NGA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","7.648988","Ciffre de sources internationales",""
"Nigéria [NGA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","2173.77085","Ciffre de sources internationales",""
"Norvège [NOR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","17.498096","Ciffre de sources internationales",""
"Norvège [NOR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","106622.826063","Ciffre de sources internationales",""
"Nouvelle-Calédonie [NCL]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-5.157091","Ciffre de sources internationales",""
"Nouvelle-Calédonie [NCL]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","33189.579925","Ciffre de sources internationales",""
"Nouvelle-Zélande [NZL]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-3.955536","Ciffre de sources internationales",""
"Nouvelle-Zélande [NZL]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","47412.068611","Ciffre de sources internationales",""
"Népal [NPL]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","5.160361","Ciffre de sources internationales",""
"Népal [NPL]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","1290.010301","Ciffre de sources internationales",""
"Oman [OMN]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","28.433509","Ciffre de sources internationales",""
"Oman [OMN]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","25056.692532","Ciffre de sources internationales",""
"Ouganda [UGA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","9.826033","Ciffre de sources internationales",""
"Ouganda [UGA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","1021.035159","Ciffre de sources internationales",""
"Ouzbékistan [UZB]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","13.682603","Ciffre de sources internationales",""
"Ouzbékistan [UZB]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","2321.608639","Ciffre de sources internationales",""
"Pakistan [PAK]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-6.37458","Ciffre de sources internationales",""
"Pakistan [PAK]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","1385.759878","Ciffre de sources internationales",""
"Palaos [PLW]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","3.428808","Ciffre de sources internationales",""
"Palaos [PLW]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","12498.469842","Ciffre de sources internationales",""
"Palestine [PSE]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","3.192602","Ciffre de sources internationales",""
"Palestine [PSE]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","3640.31198","Ciffre de sources internationales",""
"Panama [PAN]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","12.047665","Ciffre de sources internationales",""
"Panama [PAN]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","17357.628629","Ciffre de sources internationales",""
"Papouasie-Nouvelle-Guinée [PNG]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","18.741901","Ciffre de sources internationales",""
"Papouasie-Nouvelle-Guinée [PNG]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","3116.504891","Ciffre de sources internationales",""
"Paraguay [PRY]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","3.248859","Ciffre de sources internationales",""
"Paraguay [PRY]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","6153.055677","Ciffre de sources internationales",""
"Pays-Bas (Royaume des) [NLD]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-2.450026","Ciffre de sources internationales",""
"Pays-Bas (Royaume des) [NLD]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","57391.6356","Ciffre de sources internationales",""
"Philippines [PHL]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","1.097239","Ciffre de sources internationales",""
"Philippines [PHL]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","3498.509816","Ciffre de sources internationales",""
"Pologne [POL]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-2.931185","Ciffre de sources internationales",""
"Pologne [POL]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","17264.784282","Ciffre de sources internationales",""
"Polynésie française [PYF]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-6.156082","Ciffre de sources internationales",""
"Polynésie française [PYF]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","18984.851059","Ciffre de sources internationales",""
"Porto Rico [PRI]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","6.761553","Ciffre de sources internationales",""
"Porto Rico [PRI]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","34877.184805","Ciffre de sources internationales",""
"Portugal [PRT]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-0.081204","Ciffre de sources internationales",""
"Portugal [PRT]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","24812.903928","Ciffre de sources internationales",""
"Pérou [PER]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","7.390068","Ciffre de sources internationales",""
"Pérou [PER]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","7125.829235","Ciffre de sources internationales",""
"Qatar [QAT]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","31.582144","Ciffre de sources internationales",""
"Qatar [QAT]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","87974.166043","Ciffre de sources internationales",""
"RFS de Yougoslavie [F248]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","","","",""
"RFS de Yougoslavie [F248]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","","","",""
"Roumanie [ROU]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","3.436548","Ciffre de sources internationales",""
"Roumanie [ROU]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","15295.103477","Ciffre de sources internationales",""
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord [GBR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-2.001001","Ciffre de sources internationales",""
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord [GBR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","45757.982653","Ciffre de sources internationales",""
"Rwanda [RWA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","17.510461","Ciffre de sources internationales",""
"Rwanda [RWA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","966.307032","Ciffre de sources internationales",""
"République arabe syrienne [SYR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","51.159104","Ciffre de sources internationales",""
"République arabe syrienne [SYR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","840.478438","Ciffre de sources internationales",""
"République centrafricaine [CAF]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-6.909074","Ciffre de sources internationales",""
"République centrafricaine [CAF]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","429.395861","Ciffre de sources internationales",""
"République de Corée [KOR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-7.921811","Ciffre de sources internationales",""
"République de Corée [KOR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","32305.130659","Ciffre de sources internationales",""
"République de Moldova [MDA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-0.86911","Ciffre de sources internationales",""
"République de Moldova [MDA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","4433.397099","Ciffre de sources internationales",""
"République dominicaine [DOM]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","19.282125","Ciffre de sources internationales",""
"République dominicaine [DOM]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","10111.247239","Ciffre de sources internationales",""
"République démocratique du Congo [COD]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","14.632565","Ciffre de sources internationales",""
"République démocratique du Congo [COD]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","631.770922","Ciffre de sources internationales",""
"République démocratique populaire lao [LAO]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-20.576023","Ciffre de sources internationales",""
"République démocratique populaire lao [LAO]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","2040.341675","Ciffre de sources internationales",""
"République populaire démocratique de Corée [PRK]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-9.737535","Ciffre de sources internationales",""
"République populaire démocratique de Corée [PRK]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","582.143252","Ciffre de sources internationales",""
"République-Unie de Tanzanie [TZA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","5.081633","Ciffre de sources internationales",""
"République-Unie de Tanzanie [TZA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","1158.765168","Ciffre de sources internationales",""
"Saint-Kitts-et-Nevis [KNA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","13.629194","Ciffre de sources internationales",""
"Saint-Kitts-et-Nevis [KNA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","20547.21276","Ciffre de sources internationales",""
"Saint-Marin [SMR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-3.782544","Ciffre de sources internationales",""
"Saint-Marin [SMR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","52903.083353","Ciffre de sources internationales",""
"Saint-Vincent-et-les Grenadines [VCT]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","8.939461","Ciffre de sources internationales",""
"Saint-Vincent-et-les Grenadines [VCT]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","9107.447613","Ciffre de sources internationales",""
"Sainte-Lucie [LCA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","21.960152","Ciffre de sources internationales",""
"Sainte-Lucie [LCA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","12038.423735","Ciffre de sources internationales",""
"Samoa [WSM]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-1.627384","Ciffre de sources internationales",""
"Samoa [WSM]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","3854.888088","Ciffre de sources internationales",""
"Sao Tomé-et-Principe [STP]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","1.542786","Ciffre de sources internationales",""
"Sao Tomé-et-Principe [STP]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","2404.615356","Ciffre de sources internationales",""
"Serbie [SRB]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","1.815261","Ciffre de sources internationales",""
"Serbie [SRB]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","8802.132109","Ciffre de sources internationales",""
"Seychelles [SYC]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","32.362525","Ciffre de sources internationales",""
"Seychelles [SYC]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","18622.865471","Ciffre de sources internationales",""
"Sierra Leone [SLE]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-19.832586","Ciffre de sources internationales",""
"Sierra Leone [SLE]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","404.541802","Ciffre de sources internationales",""
"Singapour [SGP]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","9.50616","Ciffre de sources internationales",""
"Singapour [SGP]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","78114.621547","Ciffre de sources internationales",""
"Sint Maarten (partie néerlandaise) [SXM]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","13.258943","Ciffre de sources internationales",""
"Sint Maarten (partie néerlandaise) [SXM]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","35607.490523","Ciffre de sources internationales",""
"Slovaquie [SVK]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-6.133396","Ciffre de sources internationales",""
"Slovaquie [SVK]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","20431.61546","Ciffre de sources internationales",""
"Slovénie [SVN]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-3.012347","Ciffre de sources internationales",""
"Slovénie [SVN]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","28295.422508","Ciffre de sources internationales",""
"Somalie [SOM]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","2.703818","Ciffre de sources internationales",""
"Somalie [SOM]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","592.129194","Ciffre de sources internationales",""
"Soudan (ex) [F206]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","","","",""
"Soudan (ex) [F206]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","","","",""
"Soudan [SDN]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","1.655668","Ciffre de sources internationales",""
"Soudan [SDN]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","783.574675","Ciffre de sources internationales",""
"Soudan du Sud [SSD]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","5.925642","Ciffre de sources internationales",""
"Soudan du Sud [SSD]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","422.98004","Ciffre de sources internationales",""
"Sri Lanka [LKA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-14.934967","Ciffre de sources internationales",""
"Sri Lanka [LKA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","3489.676379","Ciffre de sources internationales",""
"Suisse [CHE]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","0.052052","Ciffre de sources internationales",""
"Suisse [CHE]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","93636.424921","Ciffre de sources internationales",""
"Suriname [SUR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","7.904334","Ciffre de sources internationales",""
"Suriname [SUR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","5858.824718","Ciffre de sources internationales",""
"Suède [SWE]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-8.306149","Ciffre de sources internationales",""
"Suède [SWE]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","56040.302284","Ciffre de sources internationales",""
"Sénégal [SEN]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-1.808425","Ciffre de sources internationales",""
"Sénégal [SEN]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","1604.018417","Ciffre de sources internationales",""
"Tadjikistan [TJK]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","14.999276","Ciffre de sources internationales",""
"Tadjikistan [TJK]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","1054.189128","Ciffre de sources internationales",""
"Tchad [TCD]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-0.718222","Ciffre de sources internationales",""
"Tchad [TCD]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","947.85465","Ciffre de sources internationales",""
"Tchécoslovaq [F51]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","","","",""
"Tchécoslovaq [F51]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","","","",""
"Tchéquie [CZE]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","3.264996","Ciffre de sources internationales",""
"Tchéquie [CZE]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","27685.147534","Ciffre de sources internationales",""
"Thaïlande [THA]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-2.15406","Ciffre de sources internationales",""
"Thaïlande [THA]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","6908.802119","Ciffre de sources internationales",""
"Timor-Leste [TLS]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-12.861462","Ciffre de sources internationales",""
"Timor-Leste [TLS]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","2389.295888","Ciffre de sources internationales",""
"Togo [TGO]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-4.737644","Ciffre de sources internationales",""
"Togo [TGO]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","913.929411","Ciffre de sources internationales",""
"Tonga [TON]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","2.698427","Ciffre de sources internationales",""
"Tonga [TON]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","4570.625876","Ciffre de sources internationales",""
"Trinité-et-Tobago [TTO]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","22.25398","Ciffre de sources internationales",""
"Trinité-et-Tobago [TTO]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","19629.381173","Ciffre de sources internationales",""
"Tunisie [TUN]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-1.829877","Ciffre de sources internationales",""
"Tunisie [TUN]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","3737.517895","Ciffre de sources internationales",""
"Turkménistan [TKM]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","18.35937","Ciffre de sources internationales",""
"Turkménistan [TKM]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","10420.133183","Ciffre de sources internationales",""
"Tuvalu [TUV]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","-2.814676","Ciffre de sources internationales",""
"Tuvalu [TUV]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","5219.259409","Ciffre de sources internationales",""
"Türkiye [TUR]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","%","9.908785","Ciffre de sources internationales",""
"Türkiye [TUR]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","USD","10629.308892","Ciffre de sources internationales",""
"URSS [F228]","Croissance annuelle US$ par habitant [61290]","Produit Intérieur Brut [22008]","","","",""
"URSS [F228]","Valeur US $ par habitant [6119]","Produit Intérieur Brut [22008]","","","",""
