"","","","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]"
"","","","Unité","Valeur","Description du Symbole","Note"
"Croatie [HRV]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","16039","Chiffre officiel [A]",""
"Croatie [HRV]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","16233.23","Chiffre officiel [A]",""
"Croatie [HRV]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","45796","Chiffre officiel [A]",""
"Cuba [CUB]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Cuba [CUB]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Cuba [CUB]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","314656.61","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Cuba [CUB]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","381883","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Côte d'Ivoire [CIV]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","14","Chiffre officiel [A]",""
"Côte d'Ivoire [CIV]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","57","Chiffre officiel [A]",""
"Côte d'Ivoire [CIV]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","287.44","Chiffre officiel [A]",""
"Côte d'Ivoire [CIV]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","451","Chiffre officiel [A]",""
"Danemark [DNK]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","66099.33","Chiffre officiel [A]",""
"Danemark [DNK]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","148716","Chiffre officiel [A]",""
"Danemark [DNK]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","45345.04","Chiffre officiel [A]",""
"Danemark [DNK]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","202343","Chiffre officiel [A]",""
"Djibouti [DJI]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","72.57","Chiffre officiel [A]",""
"Djibouti [DJI]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","115","Chiffre officiel [A]",""
"Djibouti [DJI]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","4250.09","Chiffre officiel [A]",""
"Djibouti [DJI]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","7926","Chiffre officiel [A]",""
"Dominique [DMA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Dominique [DMA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Dominique [DMA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","3511.7","Chiffre officiel [A]",""
"Dominique [DMA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","7414","Chiffre officiel [A]",""
"El Salvador [SLV]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","1474.22","Chiffre officiel [A]",""
"El Salvador [SLV]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","2774","Chiffre officiel [A]",""
"El Salvador [SLV]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","12843.14","Chiffre officiel [A]",""
"El Salvador [SLV]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","25060","Chiffre officiel [A]",""
"Espagne [ESP]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","146070.31","Chiffre officiel [A]",""
"Espagne [ESP]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","364988","Chiffre officiel [A]",""
"Espagne [ESP]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","119585.83","Chiffre officiel [A]",""
"Espagne [ESP]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","336660","Chiffre officiel [A]",""
"Estonie [EST]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","6176.04","Chiffre officiel [A]",""
"Estonie [EST]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","15207","Chiffre officiel [A]",""
"Estonie [EST]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","17916.82","Chiffre officiel [A]",""
"Estonie [EST]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","49631","Chiffre officiel [A]",""
"Eswatini [SWZ]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","583.96","Chiffre officiel [A]",""
"Eswatini [SWZ]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1309","Chiffre officiel [A]",""
"Eswatini [SWZ]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","2600.27","Chiffre officiel [A]",""
"Eswatini [SWZ]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","2805","Chiffre officiel [A]",""
"Fidji [FJI]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","287.09","Chiffre officiel [A]",""
"Fidji [FJI]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","996","Chiffre officiel [A]",""
"Fidji [FJI]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","4680.29","Chiffre officiel [A]",""
"Fidji [FJI]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","7983","Chiffre officiel [A]",""
"Finlande [FIN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","6130.5","Chiffre officiel [A]",""
"Finlande [FIN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","9852","Chiffre officiel [A]",""
"Finlande [FIN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","4823.08","Chiffre officiel [A]",""
"Finlande [FIN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","19362","Chiffre officiel [A]",""
"France [FRA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","250238.3","Chiffre officiel [A]",""
"France [FRA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","538369","Chiffre officiel [A]",""
"France [FRA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","478527.55","Chiffre officiel [A]",""
"France [FRA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1582788","Chiffre officiel [A]",""
"Fédération de Russie [RUS]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","217515.21","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Fédération de Russie [RUS]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","477347","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Fédération de Russie [RUS]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","49613.09","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Fédération de Russie [RUS]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","115220","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Gabon [GAB]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","2.34","Chiffre officiel [A]",""
"Gabon [GAB]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","8","Chiffre officiel [A]",""
"Gabon [GAB]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","78071.39","Chiffre officiel [A]",""
"Gabon [GAB]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","104531","Chiffre officiel [A]",""
"Gambie [GMB]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Gambie [GMB]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Gambie [GMB]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","37233","Chiffre officiel [A]",""
"Gambie [GMB]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","11459","Chiffre officiel [A]",""
"Ghana [GHA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","10.47","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Ghana [GHA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","15","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Ghana [GHA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","235394.66","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Ghana [GHA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","307563","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Grenade [GRD]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","76.86","Chiffre officiel [A]",""
"Grenade [GRD]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","155","Chiffre officiel [A]",""
"Grenade [GRD]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","6794.23","Chiffre officiel [A]",""
"Grenade [GRD]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","13482","Chiffre officiel [A]",""
"Grèce [GRC]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","40399.53","Chiffre officiel [A]",""
"Grèce [GRC]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","67997","Chiffre officiel [A]",""
"Grèce [GRC]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","56276.24","Chiffre officiel [A]",""
"Grèce [GRC]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","156031","Chiffre officiel [A]",""
"Guadeloupe [GLP]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guadeloupe [GLP]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guadeloupe [GLP]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guadeloupe [GLP]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guatemala [GTM]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","582.32","Chiffre officiel [A]",""
"Guatemala [GTM]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1256","Chiffre officiel [A]",""
"Guatemala [GTM]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","136467.39","Chiffre officiel [A]",""
"Guatemala [GTM]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","175825","Chiffre officiel [A]",""
"Guinée [GIN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","26.04","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée [GIN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","16","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée [GIN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","66584.05","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée [GIN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","92354","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée équatoriale [GNQ]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","43565.09","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée équatoriale [GNQ]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","9315","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée équatoriale [GNQ]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","31371.58","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée équatoriale [GNQ]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","41851","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée-Bissau [GNB]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guinée-Bissau [GNB]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guinée-Bissau [GNB]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","2896.41","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guinée-Bissau [GNB]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","4214","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Guyana [GUY]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guyana [GUY]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guyana [GUY]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","447.31","Chiffre officiel [A]",""
"Guyana [GUY]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","600","Chiffre officiel [A]",""
"Guyane française [GUF]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guyane française [GUF]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guyane française [GUF]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Guyane française [GUF]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Géorgie [GEO]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","19171.55","Chiffre officiel [A]",""
"Géorgie [GEO]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","28756","Chiffre officiel [A]",""
"Géorgie [GEO]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","62880.31","Chiffre officiel [A]",""
"Géorgie [GEO]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","93169","Chiffre officiel [A]",""
"Haïti [HTI]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Haïti [HTI]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Haïti [HTI]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","103344.78","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Haïti [HTI]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","121634","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Honduras [HND]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","4736.04","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Honduras [HND]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","7309","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Honduras [HND]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","12222.01","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Honduras [HND]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","22529","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Hongrie [HUN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","127472.92","Chiffre officiel [A]",""
"Hongrie [HUN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","316831","Chiffre officiel [A]",""
"Hongrie [HUN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","69684.72","Chiffre officiel [A]",""
"Hongrie [HUN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","185724","Chiffre officiel [A]",""
"Inde [IND]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","4751.51","Chiffre officiel [A]",""
"Inde [IND]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","9538","Chiffre officiel [A]",""
"Inde [IND]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","28.26","Chiffre officiel [A]",""
"Inde [IND]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","57","Chiffre officiel [A]",""
"Indonésie [IDN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","509.07","Chiffre officiel [A]",""
"Indonésie [IDN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1212","Chiffre officiel [A]",""
"Indonésie [IDN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","9.27","Chiffre officiel [A]",""
"Indonésie [IDN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","36","Chiffre officiel [A]",""
"Iran (République islamique d') [IRN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","3014","Chiffre officiel [A]",""
"Iran (République islamique d') [IRN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1370","Chiffre officiel [A]",""
"Iran (République islamique d') [IRN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","107630","Chiffre officiel [A]",""
"Iran (République islamique d') [IRN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","195248","Chiffre officiel [A]",""
"Iraq [IRQ]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","321.99","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Iraq [IRQ]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","551","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Iraq [IRQ]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","452914.01","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Iraq [IRQ]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","900410","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Irlande [IRL]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","75643.38","Chiffre officiel [A]",""
"Irlande [IRL]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","88401","Chiffre officiel [A]",""
"Irlande [IRL]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","74966.78","Chiffre officiel [A]",""
"Irlande [IRL]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","232822","Chiffre officiel [A]",""
"Islande [ISL]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","0.13","Chiffre officiel [A]",""
"Islande [ISL]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1","Chiffre officiel [A]",""
"Islande [ISL]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","1683.06","Chiffre officiel [A]",""
"Islande [ISL]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","8150","Chiffre officiel [A]",""
"Israël [ISR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","188.48","Valeur imputée [I]",""
"Israël [ISR]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","183","Chiffre officiel [A]",""
"Israël [ISR]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","0","Chiffre officiel [A]",""
"Israël [ISR]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","2","Chiffre officiel [A]",""
"Italie [ITA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","84532.14","Chiffre officiel [A]",""
"Italie [ITA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","249218","Chiffre officiel [A]",""
"Italie [ITA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","87725.1","Chiffre officiel [A]",""
"Italie [ITA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","252248","Chiffre officiel [A]",""
"Jamaïque [JAM]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","1742.38","Chiffre officiel [A]",""
"Jamaïque [JAM]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","8079","Chiffre officiel [A]",""
"Jamaïque [JAM]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","10709.85","Chiffre officiel [A]",""
"Jamaïque [JAM]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","10596","Chiffre officiel [A]",""
"Japon [JPN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","3317.83","Chiffre officiel [A]",""
"Japon [JPN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","7715","Chiffre officiel [A]",""
"Japon [JPN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","574508.73","Chiffre officiel [A]",""
"Japon [JPN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1541120","Chiffre officiel [A]",""
"Jordanie [JOR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","7612.48","Valeur imputée [I]",""
"Jordanie [JOR]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","28119","Chiffre officiel [A]",""
"Jordanie [JOR]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","52475.4","Valeur imputée [I]",""
"Jordanie [JOR]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","104860","Chiffre officiel [A]",""
"Kazakhstan [KAZ]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","13652.74","Chiffre officiel [A]",""
"Kazakhstan [KAZ]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","23618","Chiffre officiel [A]",""
"Kazakhstan [KAZ]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","151990.84","Chiffre officiel [A]",""
"Kazakhstan [KAZ]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","206001","Chiffre officiel [A]",""
"Kenya [KEN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","340.53","Chiffre officiel [A]",""
"Kenya [KEN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1319","Chiffre officiel [A]",""
"Kenya [KEN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","1653.28","Chiffre officiel [A]",""
"Kenya [KEN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","5284","Chiffre officiel [A]",""
"Kirghizistan [KGZ]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","373.93","Chiffre officiel [A]",""
"Kirghizistan [KGZ]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","386","Chiffre officiel [A]",""
"Kirghizistan [KGZ]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","38417.79","Chiffre officiel [A]",""
"Kirghizistan [KGZ]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","45501","Chiffre officiel [A]",""
"Kiribati [KIR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Kiribati [KIR]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Kiribati [KIR]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","1805.64","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Kiribati [KIR]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","4214","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Koweït [KWT]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","639.49","Valeur imputée [I]",""
"Koweït [KWT]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","3120","Chiffre officiel [A]",""
"Koweït [KWT]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","144226.31","Valeur imputée [I]",""
"Koweït [KWT]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","392257","Chiffre officiel [A]",""
"Lesotho [LSO]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Lesotho [LSO]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Lesotho [LSO]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","1257.4","Chiffre officiel [A]",""
"Lesotho [LSO]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","3065","Chiffre officiel [A]",""
"Lettonie [LVA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","13349.29","Chiffre officiel [A]",""
