Code Domaine,Domaine,Code pays déclarant (ISO3),Pays déclarants,Code pays partenaire (ISO3),Pays partenaires,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TM","Matrices du commerce détaillées","FRA","France","PRY","Paraguay","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PRY","Paraguay","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NLD","Pays-Bas (Royaume des)","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","36087.56","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","NLD","Pays-Bas (Royaume des)","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","40047","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","PER","Pérou","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PER","Pérou","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PHL","Philippines","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","14.39","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","PHL","Philippines","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","114","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","POL","Pologne","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","802.25","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","POL","Pologne","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2533","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","PYF","Polynésie française","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","340.63","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","PYF","Polynésie française","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1546","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","PRI","Porto Rico","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PRI","Porto Rico","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PRT","Portugal","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","5162.59","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","PRT","Portugal","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","7235","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","QAT","Qatar","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","194.5","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","QAT","Qatar","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","986","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SYR","République arabe syrienne","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SYR","République arabe syrienne","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","CAF","République centrafricaine","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","102.95","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","CAF","République centrafricaine","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","87","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","KOR","République de Corée","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KOR","République de Corée","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MDA","République de Moldova","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","266.5","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MDA","République de Moldova","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","158","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","COD","République démocratique du Congo","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3121.64","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","COD","République démocratique du Congo","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","4083","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LAO","République démocratique populaire lao","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","LAO","République démocratique populaire lao","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","DOM","République dominicaine","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","0.24","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","DOM","République dominicaine","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","PRK","République populaire démocratique de Corée","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PRK","République populaire démocratique de Corée","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TZA","République-Unie de Tanzanie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TZA","République-Unie de Tanzanie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","REU","Réunion","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","REU","Réunion","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","F248","RFS de Yougoslavie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","F248","RFS de Yougoslavie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","ROU","Roumanie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","2877.49","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","ROU","Roumanie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","5181","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","8240.97","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","35717","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","RWA","Rwanda","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","RWA","Rwanda","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","LCA","Sainte-Lucie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","0.11","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LCA","Sainte-Lucie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","4","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","KNA","Saint-Kitts-et-Nevis","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KNA","Saint-Kitts-et-Nevis","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","VCT","Saint-Vincent-et-les Grenadines","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","VCT","Saint-Vincent-et-les Grenadines","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","WSM","Samoa","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","WSM","Samoa","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","STP","Sao Tomé-et-Principe","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","75.2","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","STP","Sao Tomé-et-Principe","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","96","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SEN","Sénégal","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","9.41","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SEN","Sénégal","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","82","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SRB","Serbie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","748.74","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SRB","Serbie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","637","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SCG","Serbie-et-Monténégro","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SCG","Serbie-et-Monténégro","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SYC","Seychelles","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","38.23","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SYC","Seychelles","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","79","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SLE","Sierra Leone","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SLE","Sierra Leone","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SGP","Singapour","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","53.13","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SGP","Singapour","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","387","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SVK","Slovaquie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","566.22","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SVK","Slovaquie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1911","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SVN","Slovénie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","169.11","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SVN","Slovénie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","117","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SOM","Somalie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SOM","Somalie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SDN","Soudan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SDN","Soudan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","F206","Soudan (ex)","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","F206","Soudan (ex)","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SSD","Soudan du Sud","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SSD","Soudan du Sud","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","LKA","Sri Lanka","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","LKA","Sri Lanka","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SWE","Suède","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","338.33","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SWE","Suède","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1680","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","CHE","Suisse","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3410","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","CHE","Suisse","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","27392","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SUR","Suriname","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","35.63","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","SUR","Suriname","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","65","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","TJK","Tadjikistan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TJK","Tadjikistan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TCD","Tchad","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","62.33","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","TCD","Tchad","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","125","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","F51","Tchécoslovaq","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","F51","Tchécoslovaq","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","CZE","Tchéquie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","787.59","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","CZE","Tchéquie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2743","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","THA","Thaïlande","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","8.96","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","THA","Thaïlande","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","126","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","TLS","Timor-Leste","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TLS","Timor-Leste","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TGO","Togo","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1612.91","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","TGO","Togo","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2063","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","TKL","Tokélaou","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TKL","Tokélaou","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TON","Tonga","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TON","Tonga","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TTO","Trinité-et-Tobago","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TTO","Trinité-et-Tobago","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TUN","Tunisie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TUN","Tunisie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TKM","Turkménistan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TKM","Turkménistan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TUR","Türkiye","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TUR","Türkiye","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TUV","Tuvalu","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","TUV","Tuvalu","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","UKR","Ukraine","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","56.16","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","UKR","Ukraine","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","157","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","F228","URSS","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","F228","URSS","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","URY","Uruguay","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","URY","Uruguay","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","VUT","Vanuatu","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","VUT","Vanuatu","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","VEN","Venezuela (République bolivarienne du)","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","VEN","Venezuela (République bolivarienne du)","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","VNM","Viet Nam","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","209.04","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","VNM","Viet Nam","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","234","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","YEM","Yémen","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","5199.08","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","YEM","Yémen","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","11275","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","ZMB","Zambie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","ZMB","Zambie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","ZWE","Zimbabwe","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","ZWE","Zimbabwe","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
