Code Domaine,Domaine,Code pays déclarant (ISO3),Pays déclarants,Code pays partenaire (ISO3),Pays partenaires,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TM","Matrices du commerce détaillées","FRA","France","GRD","Grenade","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GLP","Guadeloupe","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GLP","Guadeloupe","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GTM","Guatemala","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GTM","Guatemala","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GIN","Guinée","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1215.54","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","GIN","Guinée","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","1702","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","GNQ","Guinée équatoriale","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","256.43","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","GNQ","Guinée équatoriale","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","447","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","GNB","Guinée-Bissau","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GNB","Guinée-Bissau","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GUY","Guyana","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GUY","Guyana","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GUF","Guyane française","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","GUF","Guyane française","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","HTI","Haïti","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","HTI","Haïti","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","HND","Honduras","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","HND","Honduras","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","HUN","Hongrie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","911.19","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","HUN","Hongrie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2059","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","BVT","Île Bouvet","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","BVT","Île Bouvet","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","JTN","Île Johnston","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","JTN","Île Johnston","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MID","Île Midway","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MID","Île Midway","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","34","Iles Canton et Enderbury","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","34","Iles Canton et Enderbury","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","COK","Îles Cook","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","COK","Îles Cook","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","FRO","Îles Féroé","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","FRO","Îles Féroé","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","HMD","Île Heard et Îles McDonald","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","HMD","Île Heard et Îles McDonald","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MHL","Îles Marshall","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MHL","Îles Marshall","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","UMI","Îles mineures éloignées des États-Unis","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","UMI","Îles mineures éloignées des États-Unis","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SLB","Îles Salomon","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SLB","Îles Salomon","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SJM","Îles Svalbard-et-Jan Mayen","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","SJM","Îles Svalbard-et-Jan Mayen","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","WAK","Îles Wake","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","WAK","Îles Wake","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IND","Inde","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IND","Inde","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IDN","Indonésie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IDN","Indonésie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IRN","Iran (République islamique d')","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IRN","Iran (République islamique d')","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IRQ","Iraq","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IRQ","Iraq","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","IRL","Irlande","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","141.4","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","IRL","Irlande","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","565","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","ISL","Islande","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","20.99","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","ISL","Islande","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","77","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","ISR","Israël","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","ISR","Israël","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","ITA","Italie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3962.22","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","ITA","Italie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","8146","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","JAM","Jamaïque","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","JAM","Jamaïque","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","JPN","Japon","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","71.22","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","JPN","Japon","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","406","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","JOR","Jordanie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","JOR","Jordanie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KAZ","Kazakhstan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KAZ","Kazakhstan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KEN","Kenya","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KEN","Kenya","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KGZ","Kirghizistan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KGZ","Kirghizistan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KIR","Kiribati","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KIR","Kiribati","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","KWT","Koweït","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1476.28","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","KWT","Koweït","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","3361","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LSO","Lesotho","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","LSO","Lesotho","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","LVA","Lettonie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","220.98","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LVA","Lettonie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","926","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LBN","Liban","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","8.13","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LBN","Liban","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","20","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LBR","Libéria","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","133","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LBR","Libéria","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","132","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LBY","Libye","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","286.66","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LBY","Libye","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","653","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LTU","Lituanie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","77.22","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LTU","Lituanie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","83","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LUX","Luxembourg","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1630.1","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","LUX","Luxembourg","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","10547","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MKD","Macédoine du Nord","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","34.8","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MKD","Macédoine du Nord","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","69","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MDG","Madagascar","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","0.22","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MDG","Madagascar","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","2","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MYS","Malaisie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","25","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MYS","Malaisie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","47","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MWI","Malawi","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MWI","Malawi","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MDV","Maldives","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","6.13","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MDV","Maldives","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","33","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MLI","Mali","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","26.86","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MLI","Mali","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","228","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MLT","Malte","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","3.56","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MLT","Malte","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","25","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MAR","Maroc","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","0.05","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MAR","Maroc","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","0","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MTQ","Martinique","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MTQ","Martinique","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MUS","Maurice","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","26.02","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MUS","Maurice","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","55","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MRT","Mauritanie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","54.64","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MRT","Mauritanie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","180","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MEX","Mexique","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MEX","Mexique","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","FSM","Micronésie (États fédérés de)","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","FSM","Micronésie (États fédérés de)","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MCO","Monaco","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MCO","Monaco","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MNG","Mongolie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MNG","Mongolie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MNE","Monténégro","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MNE","Monténégro","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MOZ","Mozambique","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","28","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MOZ","Mozambique","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","23","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","MMR","Myanmar","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","MMR","Myanmar","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NAM","Namibie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NAM","Namibie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NRU","Nauru","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NRU","Nauru","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NPL","Népal","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NPL","Népal","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NIC","Nicaragua","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NIC","Nicaragua","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NER","Niger","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","643.39","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","NER","Niger","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","862","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","NGA","Nigéria","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1.08","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","NGA","Nigéria","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","15","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","NIU","Nioué","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NIU","Nioué","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NOR","Norvège","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NOR","Norvège","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NCL","Nouvelle-Calédonie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1151.47","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","NCL","Nouvelle-Calédonie","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","3977","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","NZL","Nouvelle-Zélande","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","NZL","Nouvelle-Zélande","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","OMN","Oman","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","46.77","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","OMN","Oman","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 USD","97","A","Chiffre officiel"
"TM","Matrices du commerce détaillées","FRA","France","UGA","Ouganda","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","UGA","Ouganda","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","UZB","Ouzbékistan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","UZB","Ouzbékistan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PAK","Pakistan","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PAK","Pakistan","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PSE","Palestine","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PSE","Palestine","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PAN","Panama","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PAN","Panama","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PNG","Papouasie-Nouvelle-Guinée","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
"TM","Matrices du commerce détaillées","FRA","France","PNG","Papouasie-Nouvelle-Guinée","5922","Exportations - valeur","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","","","",""
